	i	text	gold
1785	1870	ich	(mention_id=262|references=(entity=(entity_id=figur_0007|fullname=Kammerjungfer|gender=f)))
1786	1871	auch	
1787	1872	«	
1788	1873	–	
1789	1874	fiel	
1790	1875	das	
1791	1876	grüne	
1792	1877	Corsettchen	(mention_id=263|references=(entity=(entity_id=figur_0007|fullname=Kammerjungfer|gender=f)|specialcase_reference=figurative))
1793	1878	ein	
1794	1879	,	
1795	1880	und	
1796	1881	würde	
1797	1882	seine	(mention_id=264|references=(entity=(entity_id=figur_0007|fullname=Kammerjungfer|gender=f)))
1798	1883	Beredtsamkeit	
1799	1884	aufs	
1800	1885	neue	
1801	1886	geübt	
1802	1887	haben	
1803	1888	;	
1804	1889	wenn	
1805	1890	nicht	
1806	1891	meine	(mention_id=265|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1807	1892	Tante	(mention_id=266|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1808	1893	mit	
1809	1894	der	
1810	1895	Hand	
1811	1896	auf	
1812	1897	die	
1813	1898	Thüre	
1814	1899	gedeutet	
1815	1900	hätte	
1816	1901	.	
1817	1902	Jetzt	
1818	1903	da	
1819	1904	wir	(mention_id=267|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)),(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1820	1905	allein	
1821	1906	waren	
1822	1907	,	
1823	1908	und	
1824	1909	da	
1825	1910	sie	(mention_id=268|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1826	1911	mich	(mention_id=269|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1827	1912	in	
1828	1913	einer	
1829	1914	mildern	
1830	1915	Stimmung	
1831	1916	fand	
1832	1917	;	
1833	1918	gelang	
1834	1919	es	
1835	1920	ihr	(mention_id=270|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1836	1921	,	
1837	1922	mich	(mention_id=271|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1838	1923	zu	
1839	1924	einer	
1840	1925	ordentlichen	
1841	1926	Erzählung	
1842	1927	zu	
1843	1928	bewegen	
1844	1929	.	
1845	1930	Wir	(mention_id=272|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)),(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1846	1931	berathschlagten	
1847	1932	bis	
1848	1933	tief	
1849	1934	in	
1850	1935	die	
1851	1936	Nacht	
1852	1937	und	
1853	1938	meine	(mention_id=273|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1854	1939	Tante	(mention_id=274|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1855	1940	entschloß	
1856	1941	sich	(mention_id=275|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1857	1942	,	
1858	1943	an	
1859	1944	Mariens	(mention_id=276|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1860	1945	Begleiterinn	(mention_id=277|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1861	1946	zu	
1862	1947	schreiben	
1863	1948	.	
1864	1949	Sie	(mention_id=278|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1865	1950	trug	
1866	1951	ihr	(mention_id=279|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1867	1952	in	
1868	1953	den	
1869	1954	schmeichelhaftesten	
1870	1955	Ausdrücken	
1871	1956	unser	(mention_id=280|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)),(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1872	1957	Landguth	
1873	1958	,	
1874	1959	und	
1875	1960	wenn	
1876	1961	sie	(mention_id=281|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1877	1962	dies	
1878	1963	nicht	
1879	1964	annehmen	
1880	1965	wollte	
1881	1966	,	
1882	1967	einen	
1883	1968	sehr	
1884	1969	angenehmen	
1885	1970	Meyerhof	
1886	1971	an	
1887	1972	,	
1888	1973	der	
1889	1974	eine	
1890	1975	Viertelstunde	
1891	1976	davon	
1892	1977	entfernt	
1893	1978	lag	
1894	1979	.	
1895	1980	Noch	
1896	1981	vor	
1897	1982	Tagesanbruch	
1898	1983	ward	
1899	1984	ein	
1900	1985	Bothe	(mention_id=282|references=(entity=(entity_id=figur_0002|fullname=Bote|gender=m)))
1901	1986	mit	
1902	1987	diesem	
1903	1988	Schreiben	
1904	1989	abgeschickt	
1905	1990	,	
1906	1991	und	
1907	1992	mit	
1908	1993	einem	
1909	1994	Herzklopfen	
1910	1995	,	
1911	1996	das	
1912	1997	mir	(mention_id=283|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1913	1998	fast	
1914	1999	den	
1915	2000	Athem	
1916	2001	benahm	
1917	2002	,	
1918	2003	hörte	
1919	2004	ich	(mention_id=284|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1920	2005	ihn	(mention_id=285|references=(entity=(entity_id=figur_0002|fullname=Bote|gender=m)))
1921	2006	vom	
1922	2007	Hofe	
1923	2008	reiten	
1924	2009	.	
1925	2010	»	
1926	2011	Ach	
1927	2012	!	
1928	2013	«	
1929	2014	–	
1930	2015	dachte	
1931	2016	ich	(mention_id=286|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1932	2017	–	
1933	2018	»	
1934	2019	welch	
1935	2020	eine	
1936	2021	Antwort	
1937	2022	wird	
1938	2023	er	(mention_id=287|references=(entity=(entity_id=figur_0002|fullname=Bote|gender=m)))
1939	2024	dir	(mention_id=288|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1940	2025	bringen	
1941	2026	?	
1942	2027	«	
1943	2028	Sechstes	
1944	2029	Kapitel	
1945	2030	»	
1946	2031	Wird	
1947	2032	es	
1948	2033	denn	
1949	2034	nimmermehr	
1950	2035	Tag	
1951	2036	werden	
1952	2037	!	
1953	2038	«	
1954	2039	–	
1955	2040	rief	
1956	2041	ich	(mention_id=289|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1957	2042	aus	
1958	2043	–	
1959	2044	indem	
1960	2045	ich	(mention_id=290|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1961	2046	die	
1962	2047	Thüre	
1963	2048	des	
1964	2049	Balkons	
1965	2050	auseinander	
1966	2051	schlug	
1967	2052	und	
1968	2053	mich	(mention_id=291|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1969	2054	trotzig	
1970	2055	–	
1971	2056	als	
1972	2057	müsse	
1973	2058	die	
1974	2059	Sonne	
1975	2060	meinen	(mention_id=292|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1976	2061	Befehlen	
1977	2062	gehorchen	
1978	2063	–	
1979	2064	auf	
1980	2065	das	
1981	2066	eiserne	
1982	2067	Gitter	
1983	2068	lehnte	
1984	2069	.	
1985	2070	Aber	
1986	2071	ach	
1987	2072	!	
1988	2073	noch	
1989	2074	verweilte	
1990	2075	die	
1991	2076	Sonne	
1992	2077	!	
1993	2078	–	
1994	2079	noch	
1995	2080	war	
1996	2081	kein	
1997	2082	Bothe	(mention_id=293|references=(entity=(entity_id=figur_0002|fullname=Bote|gender=m)))
1998	2083	zu	
1999	2084	hören	
