ID_general;ID_general_old;fullname;gender;possible_identity_with;members;members_names;specialcase;borderline;comment_entity;ID_chapter_1;ID_chapter_2;ID_chapter_3;ID_chapter_4;ID_chapter_5;ID_chapter_6;ID_chapter_7;ID_chapter_8;ID_chapter_9;ID_chapter_10;ID_chapter_11;ID_chapter_12;ID_chapter_13;ID_chapter_14;ID_chapter_15;ID_chapter_16;ID_chapter_17;ID_chapter_18;ID_chapter_19;ID_chapter_20;ID_chapter_21;ID_chapter_22;ID_chapter_23;ID_chapter_24;ID_chapter_25;ID_chapter_26;ID_chapter_27;ID_chapter_28;ID_chapter_29;ID_chapter_30;ID_chapter_31;ID_chapter_32;ID_chapter_33;ID_chapter_34;ID_chapter_35;ID_chapter_36;ID_chapter_37
entity_0293;figur_0602;Belisar;m;;;;;lebendes Gemälde;Sonderfall: Dargestellte Personen auf Lebendbild;;;;;;;;;;;;;;;;;;;;;;;;Belisar;;;;;;;;;;;;;Belisar
entity_0294;figur_0603;Alte;u;;;;;lebendes Gemälde;Sonderfall: Dargestellte Personen auf Lebendbild;;;;;;;;;;;;;;;;;;;;;;;;Alte;;;;;;;;;;;;;
entity_0295;figur_0604;Ahasverus;m;;;;;lebendes Gemälde;Sonderfall: Dargestellte Personen auf Lebendbild;;;;;;;;;;;;;;;;;;;;;;;;Ahasverus;;;;;;;;;;;;;
entity_0296;figur_0606;Esther;f;;;;;lebendes Gemälde;Sonderfall: Dargestellte Personen auf Lebendbild;;;;;;;;;;;;;;;;;;;;;;;;Esther;;;;;;;;;;;;;
entity_0297;figur_0608;Gesellschaft Lucianes;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;Gesellschaft Lucianes;;;;;;;;;;;;;
entity_0298;figur_0610;Kinder;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;Kinder;;;;;;;;;;;;;
entity_0299;figur_0611;Kind;u;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kind;;;;;;;;;;;;;
entity_0300;figur_0615;gebildete Offiziere;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;gebildete Offiziere;;;;;;;;;;;;;
entity_0301;figur_0617;alter Mann;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alter Mann;;;;;;;;;;;;;
entity_0302;figur_0619;Wille;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wille;;;;;;;;;;;;;
entity_0303;figur_0620;Vornehmere;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;Vornehmere;;;;;;;;;;;;;
entity_0304;figur_0621;Zivilisten;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;Zivilisten;;;;;;;;;;;;;
entity_0305;figur_0622;alle;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;alle;;;;;;;;;;;;;
entity_0306;figur_0624;Notleidende;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;Notleidende;;;;;;;;;;;;;
entity_0307;figur_0625;Männer von Stand und Sitten;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;Männer von Stand und Sitten;;;;;;;;;;;;;
entity_0308;figur_0626;Noterben;u;;x;x;group, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;Noterben;;;;;;;;;;;;;
entity_0309;figur_0627;Poussin;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Poussin;;;;;;;;;;;;;
entity_0310;figur_0629;Terburg;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Terburg;;;;;;;;;;;;;
entity_0311;figur_0631;munterer Mann;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;munterer Mann;;;;;;;;;;;;;
entity_0312;figur_0632;junge Frau;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;junge Frau;;;;;;;;;;;;;
entity_0313;figur_0636;unbehülfliche Riesin;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;unbehülfliche Riesin;;;;;;;;;;;;;
entity_0314;figur_0637;rohere Offiziere;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;rohere Offiziere;;;;;;;;;;;;;
entity_0315;figur_0638;schönster Mann der Gesellschaft;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;schönster Mann der Gesellschaft;;;;;;;;;;;;;
entity_0316;figur_0640;van Dyck;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;van Dyck;;;;;;;;;;;;;
entity_0317;figur_0641;ungeduldiger Vogel;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ungeduldiger Vogel;;;;;;;;;;;;;
entity_0318;figur_0643;wohlgebauter Mann;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;wohlgebauter Mann;;;;;;;;;;;;;
entity_0319;figur_0644;Ältere;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;Ältere;;;;;;;;;;;;;
entity_0320;figur_0645;ältere Personen;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;ältere Personen;;;;;;;;;;;;;
entity_0321;figur_0646;übrige Gesellschaft;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;übrige Gesellschaft;;;;;;;;;;;;;
entity_0322;figur_0647;Tochter des angesehenen Hauses;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tochter des angesehenen Hauses;;;;;;;;;Erbtochter des reichen Hauses;;;
entity_0323;figur_0648;bunte Gesellschaft;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;bunte Gesellschaft;;;;;;;;;;;;
entity_0324;figur_0649;Jesus-Kind;m;;;;;lebendes Gemälde;;;;;;;;;;;;;;;;;;;;;;;;;;Jesus-Kind;;;;;;;;;;;;
entity_0325;figur_0650;Mutter Gottes;f;;;;;lebendes Gemälde;dargestellt von Ottilie;;;;;;;;;;;;;;;;;;;;;;;;;Mutter Gottes;;;;;;;;;;;;
entity_0326;figur_0656;Familienmitglieder der Tochter des angesehenen Hauses;u;;entity_0337, x;Eltern der Tochter des angesehenen Hauses, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Familienmitglieder der Tochter des angesehenen Hauses;;;;;;;;;;;;
entity_0327;figur_0657;Hirten;m;;x;x;group;lebendes Gemälde;zugleich Darsteller;;;;;;;;;;;;;;;;;;;;;;;;;Hirten;;;;;;;;;;;;
entity_0328;figur_0659;Engel;o;;x;x;group;lebendes Gemälde;zugleich Darsteller;;;;;;;;;;;;;;;;;;;;;;;;;Engel;;;;;;;;;;;;
entity_0329;figur_0660;Volk;u;;x;x;group;lebendes Gemälde;zugleich Darsteller;;;;;;;;;;;;;;;;;;;;;;;;;Volk;;;;;;;;;;;;
entity_0330;figur_0661;Jüngeres Geschwister;u;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jüngeres Geschwister;;;;;;;;;;;;
entity_0331;figur_0663;angesehene Familie;u;;entity_0330, entity_0322, entity_0326;Jüngeres Geschwister, Tochter des angesehenen Hauses, Familienmitglieder der Tochter des angesehenen Hauses;group;;;;;;;;;;;;;;;;;;;;;;;;;;;angesehene Familie;;;;;;;;;reiches Haus;;;
entity_0332;figur_0664;die die Ohnmächtige Begleitenden;u;;entity_0006, x;Ottilie, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;die die Ohnmächtige Begleitenden;;;;;;;;;;;;
entity_0333;figur_0665;Hausgenossen;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Hausgenossen;;;;;;;;;;;;
entity_0334;figur_0666;Hirtinnen;f;;x;x;group;lebendes Gemälde;;;;;;;;;;;;;;;;;;;;;;;;;;Hirtinnen;;;;;;;;;;;;
entity_0335;figur_0669;Alle in Charlottes Umgebung;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Alle in Charlottes Umgebung;;;;;;;;;;;;
entity_0336;figur_0670;Freunde des Architekten;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Freunde des Architekten;;;;;;;;;;;;
entity_0337;figur_0672;Eltern der Tochter des angesehenen Hauses;mf;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Eltern der Tochter des angesehenen Hauses;;;;;;;;;;;;
entity_0338;figur_0674;Figuren im Bild;u;;entity_0324, entity_0325, entity_0334, entity_0339, entity_0340, entity_0343, entity_0329, entity_0328;Mutter Gottes, Jesus-Kind, Hirtinnen, Hirten, Mädchen, Knaben, Könige, Volk, Engel;group;lebendes Gemälde;zugleich Darsteller;;;;;;;;;;;;;;;;;;;;;;;;;Figuren im Bild;;;;;;;;;;;;
entity_0339;figur_0675;Knaben;m;;x;x;group;lebendes Gemälde;zugleich Darsteller;;;;;;;;;;;;;;;;;;;;;;;;;Knaben;;;;;;;;;;;;
entity_0340;figur_0677;Mädchen;f;;x;x;group;lebendes Gemälde;zugleich Darsteller;;;;;;;;;;;;;;;;;;;;;;;;;Mädchen;;;;;;;;;;;;
entity_0341;figur_0678;Mehrere Familienmitglieder;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Mehrere Familienmitglieder;;;;;;;;;;;;
entity_0342;figur_0679;Menge;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Menge;;;;;;;;;;;;
entity_0343;figur_0682;Könige;m;;x;x;group;lebendes Gemälde;;;;;;;;;;;;;;;;;;;;;;;;;;Könige;;;;;;;;;;;;
entity_0344;figur_0684;Zuschauende;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Zuschauende;;;;;;;;;;;;
entity_0345;figur_0685;Von Luciane besuchte Familien;u;;entity_0331, x;angesehene Familie, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Von Luciane besuchte Familien;;;;;;;;;;;;
entity_0346;figur_0686;Vorstellende;u;;entity_0006, entity_0347, x;Ottilie, schöner Knabe, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorstellende;;;;;;;;;;;;
entity_0347;figur_0688;schöner Knabe;m;;;;;;Darsteller des Jesus-Kindes beim lebenden Gemälde;;;;;;;;;;;;;;;;;;;;;;;;;schöner Knabe;;;;;;;;;;;;
entity_0348;figur_0690;Ältere Figuren;u;;x;x;group;lebendes Gemälde;;;;;;;;;;;;;;;;;;;;;;;;;;Ältere Figuren;;;;;;;;;;;;
entity_0349;figur_0692;Ottilies Zöglinge;u;;entity_0183, x;Nanny, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ottilies Zöglinge;;;;;;;;;;;
entity_0350;figur_0707;Gehülfes Zöglinge;u;;x;x;group, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gehülfes Zöglinge;;;;;;;;;;;
entity_0351;figur_0708;Gehülfin;f;;;;nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gehülfin;;;;;;;;;;;
entity_0352;figur_0709;von Ottilie erzogenes Mädchen;f;;;;nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;von Ottilie erzogenes Mädchen;;;;;;;;;;;
entity_0353;figur_0719;Person die Vorstand der Pension übernehmen könnte;u;;;;nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;Person die Vorstand der Pension übernehmen könnte;;;;;;;;;;;
entity_0354;figur_0728;Ottilies Mädchen;f;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ottilies Mädchen;;;;;;;;;;;
entity_0355;figur_0729;Eltern eines von Ottilie erzogenen Mädchens;mf;;x;x;group, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eltern eines von Ottilie erzogenen Mädchens;;;;;;;;;;;
entity_0356;figur_0733;Humboldt;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Humboldt;;;;;;;;;;;
entity_0357;figur_0735;hypothetischer Gatte eines von Ottilie erzogenen Mädchens;m;;;;nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gatte eines von Ottilie erzogenen Mädchens;;;;;;;;;;;
entity_0358;figur_0743;Mitarbeiter der Pension;m;;x;x;group;;unklarer Overlap zu Gruppen in chapter 6;;;;;;;;;;;;;;;;;;;;;;;;;;Mitarbeiter der Pension;;;;;;;;;;;
entity_0359;figur_0744;Mitarbeiterinnen der Pension;f;;x;x;group;;unklarer Overlap zu Gruppen in chapter 6;;;;;;;;;;;;;;;;;;;;;;;;;;Mitarbeiterinnen der Pension;;;;;;;;;;;
entity_0360;figur_0750;Schülerinnen in der Pension;f;;x;x;group;;andere Gruppe als Schülerinnen in chapter 6, da neue Generation und Ottilie, Luciane nicht mehr da;;;;;;;;;;;;;;;;;;;;;;;;;;Schülerinnen in der Pension;;;;;;;;;;;
entity_0361;figur_0751;jüngere Geschwister unter Ottilies Zöglingen;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;jüngere Geschwister;;;;;;;;;;;
entity_0362;figur_0753;ältere Geschwister unter Ottilies Zöglingen;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;ältere Geschwister;;;;;;;;;;;
entity_0363;figur_0756;Frauen um Charlotte;f;;entity_0006, x;Ottilie, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen um Charlotte;;;;;;;;;;
entity_0364;figur_0757;Taufgemeinde;u;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Taufgemeinde;;;;;;;;;;
entity_0365;figur_0763;Freunde von Charlotte;u;;entity_0021, x;Mittler, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Freunde von Charlotte;;;;;;;;;;
entity_0366;figur_0766;Öffentlichkeit;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Öffentlichkeit;;;;;;;;;;
entity_0367;figur_0768;Anwesende bei Taufe;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anwesende;;;;;;;;;;
entity_0368;figur_0770;Mittlers Kundschafter;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mittlers Kundschafter;;;;;;;;;;
entity_0369;figur_0771;Menschen in Ottilies Traum;u;;x;x;group, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen in Ottilies Traum;;;;;;;;;;
entity_0370;figur_0775;Kirchdiener;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kirchdiener;;;;;;;;;;
entity_0371;figur_0776;Simeon;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Simeon;;;;;;;;;;
entity_0372;figur_0788;Handelsgärtner;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Handelsgärtner;;;;;;;;;
entity_0373;figur_0795;Mädchen in der Nachbarskinder-Novelle;f;entity_0411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mädchen;;;;;;;;
entity_0374;figur_0796;Knabe in der Nachbarskinder-Novelle;m;entity_0003;;;;;possible_identitiy_with, eigentlich handelt es sich bei dem Hauptmann tatsächlich um den Knaben aus der Geschichte, aber Geschichte als übertrieben usw. markiert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Knabe;;;;;;;;
entity_0375;figur_0797;Lord;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lord;Lord;;;;;;;
entity_0376;figur_0798;Bräutigam des Mädchens in der Novelle;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bräutigam des Mädchens;;;;;;;;
entity_0377;figur_0799;Begleiter des Lords;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Begleiter des Lords;Begleiter;;;;;;;
entity_0378;figur_0802;Familienkreis;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Familienkreis;;;;;;;;
entity_0379;figur_0803;Schiffsmeister;u;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schiffsmeister;;;;;;;;
entity_0380;figur_0805;Sohn des Lords;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sohn des Lords;;;;;;;;
entity_0381;figur_0806;Bewohner des Hauses;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bewohner des Hauses;;;;;;;;
entity_0382;figur_0807;Maler;u;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Maler;;;;;;;;
entity_0383;figur_0810;Knaben;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Knaben;;;;;;;;
entity_0384;figur_0812;Menschen in der Umgebung des Mädchens;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Menschen in der Umgebung des Mädchens;;;;;;;;
entity_0386;figur_0814;Landmann;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Landmann;;;;;;;;
entity_0387;figur_0817;Bekannte;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bekannte;;;;;;;;
entity_0388;figur_0819;Leute des Lords;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leute des Lords;;;;;;;;
entity_0389;;Mutter des Knaben in der Novelle;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mutter des Knaben;;;;;;;;
entity_0390;;Mutter des Mädchens in der Novelle;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mutter des Mädchens;;;;;;;;
entity_0391;;Vater des Knaben in der Novelle;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vater des Knaben;;;;;;;;
entity_0392;;Vater des Mädchens in der Novelle;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vater des Mädchens;;;;;;;;
entity_0393;figur_0821;Freunde;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Freunde;;;;;;;;
entity_0394;figur_0823;Frauen vor denen Bräutigam das Mädchen bevorzugt;f;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vielen;;;;;;;;
entity_0395;figur_0827;Verwandte;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Verwandte;;;;;;;;
entity_0396;figur_0829;Jäger;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jäger;;;;;;;;
entity_0397;figur_0830;Gäste bei der geplanten Hochzeit;u;;x;x;group, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gäste bei der geplanten Hochzeit;;;;;;;;
entity_0398;figur_0831;Gönner des Knaben;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gönner des Knaben;;;;;;;;
entity_0399;figur_0832;Fahrende im Wagen;u;;entity_0386, x;Landmann, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fahrende im Wagen;;;;;;;;
entity_0400;figur_0833;Familie des Lords;u;;entity_0380, x;Sohn des Lords, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Familie des Lords;;;;;;;;
entity_0401;figur_0834;Familie des Knaben;u;;entity_0389, entity_0391, x;Vater des Knaben, Mutter des Knaben, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Familie des Knaben;;;;;;;;
entity_0402;figur_0835;Familie des Mädchens;u;;entity_0390, entity_0392, x;Mutter des Mädchens, Vater des Mädchens, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Familie des Mädchens;;;;;;;;
entity_0403;figur_0836;Familien des Knaben und des Mädchens;u;;entity_0401, entity_0402;Familie des Knaben, Familie des Mädchens;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Familien des Knaben und des Mädchens;;;;;;;;
entity_0404;figur_0839;Ehefrau in der Novelle;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehefrau;;;;;;;;
entity_0405;figur_0840;Ehemann in der Novelle;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehemann;;;;;;;;
entity_0406;figur_0846;Tischer;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tischer;;;;;;;;
entity_0407;figur_0847;Tapezier;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tapezier;;;;;;;;
entity_0408;figur_0848;Stimmen;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stimmen;;;;;;;;
entity_0409;figur_0849;Schiffs-Gesellschaft;u;;"entity_0403, entity_0376, entity_0373
entity_0374, x";Familien des Knaben und des Mädchens, Mädchen, Knabe, Bräutigam des Mädchens;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schiffs-Gesellschaft;;;;;;;;
entity_0410;figur_0853;Nachbarschaft;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nachbarschaft;;;;;;;
entity_0411;figur_0858;Nachbarin des Hauptmanns;f;entity_0373;;;;;possible_identitiy_with, eigentlich handelt es sich bei dem Hauptmann tatsächlich um den Knaben aus der Geschichte, aber Geschichte als übertrieben usw. markiert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nachbarin des Hauptmanns;;;;;;;
entity_0412;figur_0859;Nannys Eltern;mf;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nannys Eltern;;;;Nannys Eltern;;;Nannys Eltern
entity_0413;figur_0860;Wärterin;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wärterin;;;;;;;
entity_0414;figur_0861;andere aus der Nachbarschaft;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;andere aus der Nachbarschaft;;;;;;;
entity_0415;figur_0862;einige aus der Nachbarschaft;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;einige aus der Nachbarschaft;;;;;;;
entity_0416;figur_0871;Freunde Eduards;u;;entity_0003, x;Hauptmann, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Freunde Eduards;;;;;;
entity_0417;figur_0872;Familien von Charlotte und Eduard;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Familien von Charlotte und Eduard;;;;;;
entity_0418;figur_0873;Feinde Eduards;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feinde Eduards;;;;;;
entity_0419;figur_0876;Gesellschaft;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gesellschaft;;;;;;
entity_0420;figur_0878;Gefährten Eduards;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gefährten Eduards;;;;;;
entity_0421;figur_0885;ein Jäger;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ein Jäger;;;;;
entity_0422;figur_0887;Fischer;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fischer;;;;;
entity_0423;figur_0888;Jäger;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jäger;;;;;
entity_0424;figur_0890;Bedienter;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bedienter;;;;
entity_0425;figur_0891;Ottilies Kind;u;;;;nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ottilies Kind;;;;
entity_0426;figur_0893;Sohn des Majors;m;;;;nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sohn des Majors;;;;
entity_0427;figur_0894;Freundin Charlottes;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Freundin Charlottes;;;;
entity_0428;figur_0895;Dorfbewohner;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dorfbewohner;;;;
entity_0429;figur_0896;Mädchen des Hauses;f;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mädchen des Hauses;;;;
entity_0430;figur_0897;Umstehende;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Umstehende;;;;
entity_0431;figur_0907;junge Aufschößlinge;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;junge Aufschößlinge;;;
entity_0432;figur_0911;Gesellschaft im reichen Haus;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gesellschaft im reichen Haus;;;
entity_0433;figur_0912;Wirtsleute;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wirtsleute;;;
entity_0434;figur_0917;Gespielinnen;f;;x;x;group, nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gespielinnen;;;
entity_0435;figur_0919;Kutscher;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kutscher;Kutscher;;
entity_0436;figur_0923;Nannys Verwandte;u;;entity_0412, x;Nannys Eltern, x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nannys Verwandte;;;
entity_0437;figur_0927;Wirtin;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wirtin;;
entity_0438;figur_0928;Sohn der Wirtin;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sohn der Wirtin;;
entity_0439;figur_0932;Charlottes Mädchen;f;;;;;;evtl identisch mit Charlottes Kammermädchen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Charlottes Mädchen;
entity_0440;figur_0934;Gesellschaft;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gesellschaft;
entity_0441;figur_0936;Eduards Freunde;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eduards Freunde;
entity_0442;figur_0938;Mittelsperson;u;;;;nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mittelsperson;
entity_0443;figur_0939;Arzt;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arzt
entity_0444;figur_0940;Begleitende bei Beerdigung;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Begleitende bei Beerdigung
entity_0445;figur_0945;Besucher der Kapelle;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Besucher der Kapelle
entity_0446;figur_0948;Mütter die Kapelle besuchen;f;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mütter die Kapelle besuchen
entity_0447;figur_0949;Mädchen;f;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mädchen
entity_0448;figur_0950;Knaben;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Knaben
entity_0449;figur_0951;Männer;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Männer
entity_0450;figur_0952;Träger;m;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Träger
entity_0451;figur_0953;Nannys Wächterin;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nannys Wächterin
entity_0452;figur_0955;Kinder von Müttern die Kapelle besuchen;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kinder von Müttern die Kapelle besuchen
entity_0453;figur_0957;Grab-Wächterin;f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Grab-Wächterin
entity_0454;figur_0959;Wenige Besucher der Kapelle;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wenige Besucher der Kapelle
