i	token	mention	gold
12683	gewachsen		
12684	,		
12685	rank		
12686	und		
12687	schlank		
12688	in		
12689	blühender		
12690	Jugendkraft		
12691	!		
12692	Wie		
12693	mußte		
12694	die	1906	(mention_id=1881|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12695	tanzen		
12696	können		
12697	!		
12698	Dabei		
12699	wollte		
12700	er	1907	(mention_id=1882|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12701	sie	1908	(mention_id=1883|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12702	fest		
12703	in		
12704	den		
12705	Arm		
12706	nehmen		
12707	.		
