i	text	is_section_start	gold
10893	lange	0	
10894	Zeit	0	
10895	;	0	
10896	diesen	0	
10897	Beobachtungen	0	
10898	nachzuhängen	0	
10899	.	0	
10900	Die	0	
10901	außerordentliche	0	
10902	Lebhaftigkeit	0	
10903	meiner	0	(mention_id=1726|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
10904	Sprecherin	0	(mention_id=1727|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
10905	machte	0	
10906	mir	0	(mention_id=1728|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
10907	so	0	
10908	viel	0	
10909	zu	0	
10910	schaffen	0	
10911	,	0	
10912	daß	0	
10913	ich	0	(mention_id=1729|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
10914	bald	0	
10915	nichts	0	
10916	mehr	0	
10917	sah	0	
10918	und	0	
10919	hörte	0	
10920	als	0	
10921	sie	0	(mention_id=1730|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
10922	.	0	
10923	Mit	0	
10924	unbeschreiblichem	0	
10925	Muthwillen	0	
10926	fiel	0	
10927	sie	0	(mention_id=1731|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
10928	jetzt	0	
10929	noch	0	
10930	immer	0	
10931	über	0	
10932	die	0	
10933	Männer	0	(mention_id=1732|references=(entity=(entity_id=generic_0057|fullname=generic_0057|gender=u|specialcase_entity=generic)))
10934	her	0	
10935	;	0	
10936	ein	0	
10937	Einfall	0	
10938	jagte	0	
10939	den	0	
10940	andern	0	
10941	,	0	
10942	und	0	
10943	es	0	
10944	lag	0	
10945	so	0	
10946	viel	0	
10947	wahrer	0	
10948	Witz	0	
10949	in	0	
10950	dem	0	
10951	was	0	
10952	sie	0	(mention_id=1733|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
10953	sagte	0	
10954	:	0	
10955	daß	0	
10956	es	0	
10957	mehrmals	0	
10958	der	0	
10959	äußersten	0	
10960	Ueberwindung	0	
10961	bedurfte	0	
10962	,	0	
10963	um	0	
10964	nicht	0	
10965	,	0	
10966	auf	0	
10967	Kosten	0	
10968	meines	0	(mention_id=1734|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
10969	eigenen	0	
10970	Geschlechts	0	(mention_id=1735|references=(entity=(entity_id=generic_0058|fullname=generic_0058|gender=u|specialcase_entity=generic)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
10971	,	0	
10972	in	0	
10973	ein	0	
10974	lautes	0	
10975	Lachen	0	
10976	auszubrechen	0	
10977	.	0	
10978	Dabey	0	
10979	war	0	
10980	der	0	
10981	niedliche	0	
10982	Körper	0	
10983	in	0	
10984	unaufhörlicher	0	
10985	Bewegung	0	
10986	;	0	
10987	die	0	
10988	schwarzen	0	
10989	Locken	0	
10990	flogen	0	
10991	hin	0	
10992	und	0	
10993	her	0	
10994	auf	0	
10995	dem	0	
10996	blendenden	0	
10997	Halse	0	
10998	,	0	
10999	und	0	
11000	die	0	
11001	runden	0	
11002	Aermchen	0	
11003	gesticulirten	0	
11004	so	0	
11005	lebhaft	0	
11006	;	0	
11007	daß	0	
11008	ich	0	(mention_id=1736|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11009	mich	0	(mention_id=1737|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11010	häufig	0	
11011	genöthigt	0	
11012	sah	0	
11013	,	0	
11014	ihnen	0	
11015	auszuweichen	0	
11016	.	0	
11017	Doch	0	
11018	vergebens	0	
11019	!	0	
11020	–	0	
11021	indem	0	
11022	ich	0	(mention_id=1738|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11023	mich	0	(mention_id=1739|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11024	,	0	
11025	um	0	
11026	ein	0	
11027	abermahliges	0	
11028	Lachen	0	
11029	zu	0	
11030	verbeißen	0	
11031	,	0	
11032	auf	0	
11033	den	0	
11034	Rand	0	
11035	der	0	
11036	Loge	0	
11037	bückte	0	
11038	,	0	
11039	bekam	0	
11040	ich	0	(mention_id=1740|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11041	einen	0	
11042	so	0	
11043	heftigen	0	
11044	Stoß	0	
11045	in	0	
11046	meine	0	(mention_id=1741|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11047	Frisur	0	
11048	,	0	
11049	daß	0	
11050	die	0	
11051	Sprecherinn	0	(mention_id=1742|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11052	und	0	
11053	ich	0	(mention_id=1743|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11054	,	0	
11055	plötzlich	0	
11056	in	0	
11057	eine	0	
11058	kleine	0	
11059	Wolke	0	
11060	von	0	
11061	Puder	0	
11062	gehüllt	0	
11063	wurde	0	
11064	.	0	
11065	Ein	0	
11066	so	0	
11067	anhaltendes	0	
11068	,	0	
11069	so	0	
11070	sonderbar	0	
11071	abwechselndes	0	
11072	,	0	
11073	aber	0	
11074	auch	0	
11075	zugleich	0	
11076	so	0	
11077	unbeschreiblich	0	
11078	reizendes	0	
11079	Lachen	0	
11080	,	0	
11081	als	0	
11082	worin	0	
11083	sie	0	(mention_id=1744|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11084	jetzt	0	
11085	ausbrach	0	
11086	,	0	
11087	erinnere	0	
11088	ich	0	(mention_id=1745|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11089	mich	0	(mention_id=1746|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11090	wirklich	0	
11091	nicht	0	
11092	in	0	
11093	meinem	0	(mention_id=1747|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11094	Leben	0	
11095	gehört	0	
11096	zu	0	
11097	haben	0	
11098	.	0	
11099	Vergebens	0	
11100	winkte	0	
11101	,	0	
11102	ermahnte	0	
11103	ihre	0	(mention_id=1748|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11104	Begleiterin	0	(mention_id=1749|references=(entity=(entity_id=entity_0044|fullname=Begleiterin der Gräfin|gender=f)))
11105	,	0	
11106	vergebens	0	
11107	bat	0	
11108	ich	0	(mention_id=1750|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11109	,	0	
11110	ohngeachtet	0	
11111	meiner	0	(mention_id=1751|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11112	Unschuld	0	
11113	,	0	
11114	tausendmahl	0	
11115	um	0	
11116	Verzeihung	0	
11117	–	0	
11118	es	0	
11119	half	0	
11120	alles	0	
11121	nichts	0	
11122	.	0	
11123	–	0	
11124	Jedes	0	
11125	Mahl	0	
11126	wenn	0	
11127	sie	0	(mention_id=1752|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11128	mich	0	(mention_id=1753|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11129	wieder	0	
11130	ansah	0	
11131	,	0	
11132	begann	0	
11133	es	0	
11134	von	0	
11135	neuem	0	
11136	,	0	
11137	und	0	
11138	weckte	0	
11139	meine	0	(mention_id=1754|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11140	Sehnsucht	0	
11141	,	0	
11142	das	0	
11143	reizende	0	
11144	Geschöpf	0	(mention_id=1755|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11145	in	0	
11146	meine	0	(mention_id=1756|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11147	Arme	0	
11148	zu	0	
11149	schließen	0	
11150	so	0	
11151	sehr	0	
11152	,	0	
11153	daß	0	
11154	ich	0	(mention_id=1757|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11155	sie	0	(mention_id=1758|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11156	zuletzt	0	
11157	äußerst	0	
11158	ernsthaft	0	
11159	bitten	0	
11160	mußte	0	
11161	,	0	
11162	mich	0	(mention_id=1759|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11163	zu	0	
11164	verschonen	0	
11165	.	0	
11166	Wußte	0	
11167	sie	0	(mention_id=1760|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11168	was	0	
11169	in	0	
11170	mir	0	(mention_id=1761|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11171	vorging	0	
11172	–	0	
11173	oder	0	
11174	was	0	
11175	war	0	
11176	es	0	
11177	sonst	0	
11178	,	0	
11179	was	0	
11180	sie	0	(mention_id=1762|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11181	plötzlich	0	
11182	so	0	
11183	rührte	0	
11184	?	0	
11185	mich	0	(mention_id=1763|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11186	dünkte	0	
11187	,	0	
11188	als	0	
11189	steige	0	
11190	eine	0	
11191	Thräne	0	
11192	in	0	
11193	ihr	0	(mention_id=1764|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11194	großes	0	
11195	funkelndes	0	
11196	Auge	0	
11197	,	0	
11198	und	0	
11199	als	0	
11200	zitterte	0	
11201	ihre	0	(mention_id=1765|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11202	schöne	0	
11203	Hand	0	
11204	in	0	
11205	der	0	
11206	Meinigen	0	(mention_id=1766|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11207	.	0	
11208	Eben	0	
11209	so	0	
11210	unbekümmert	0	
11211	wie	0	
11212	vorhin	0	
11213	bey	0	
11214	ihrem	0	(mention_id=1767|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11215	Lachen	0	
11216	,	0	
11217	war	0	
11218	sie	0	(mention_id=1768|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11219	es	0	
11220	jetzt	0	
11221	bey	0	
11222	unsrer	0	(mention_id=1769|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11223	gewiß	0	
11224	sehr	0	
11225	auffallenden	0	
11226	Attitude	0	
11227	.	0	
11228	Schon	0	
11229	zweymahl	0	
11230	hatte	0	
11231	ich	0	(mention_id=1770|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11232	ihre	0	(mention_id=1771|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11233	Hand	0	
11234	geküßt	0	
11235	;	0	
11236	aber	0	
11237	noch	0	
11238	immer	0	
11239	zog	0	
11240	sie	0	(mention_id=1772|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11241	sie	0	
11242	nicht	0	
11243	zurück	0	
11244	,	0	
11245	und	0	
11246	sah	0	
11247	mich	0	(mention_id=1773|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11248	dabey	0	
11249	an	0	
11250	,	0	
11251	als	0	
11252	wolle	0	
11253	sie	0	(mention_id=1774|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11254	mich	0	(mention_id=1775|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11255	bis	0	
11256	auf	0	
11257	das	0	
11258	Innerste	0	
11259	der	0	
11260	Seele	0	
11261	erforschen	0	
11262	.	0	
11263	Meine	0	(mention_id=1776|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11264	Verwirrung	0	
11265	war	0	
11266	aufs	0	
11267	höchste	0	
11268	gestiegen	0	
11269	,	0	
11270	als	0	
11271	der	0	
11272	Vorhang	0	
11273	aufflog	0	
11274	,	0	
11275	und	0	
11276	sie	0	(mention_id=1777|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11277	,	0	
11278	wie	0	
11279	aus	0	
11280	einem	0	
11281	Traume	0	
11282	erwachend	0	
11283	,	0	
11284	und	0	
11285	mit	0	
11286	einem	0	
11287	Tone	0	
11288	,	0	
11289	der	0	
11290	eine	0	
11291	abschlägige	0	
11292	Antwort	0	
11293	unmöglich	0	
11294	machte	0	
11295	,	0	
11296	mir	0	(mention_id=1778|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11297	sagte	0	
11298	:	0	
11299	»	0	
11300	morgen	0	
11301	kommen	0	
11302	Sie	0	(mention_id=1779|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11303	zu	0	
11304	mir	0	(mention_id=1780|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11305	.	0	
11306	Mein	0	(mention_id=1781|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11307	Kammerdiener	0	(mention_id=1782|references=(entity=(entity_id=entity_0052|fullname=Kammerdiener der Gräfin|gender=m)))
11308	wird	0	
11309	Ihnen	0	(mention_id=1783|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11310	meine	0	(mention_id=1784|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11311	Adresse	0	
11312	bringen	0	
11313	.	0	
11314	«	0	
11315	Drittes	0	
11316	Kapitel	0	
11317	Es	0	
11318	versteht	0	
11319	sich	0	
11320	,	0	
11321	daß	0	
11322	ich	0	(mention_id=1785|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11323	nicht	0	
11324	säumte	0	
11325	.	0	
11326	Mein	0	(mention_id=1786|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11327	Wagen	0	
11328	hielt	0	
11329	–	0	
11330	der	0	
11331	Adresse	0	
11332	zufolge	0	
11333	–	0	
11334	vor	0	
11335	einem	0	
11336	Pallaste	0	
11337	,	0	
11338	dessen	0	
11339	Inneres	0	
11340	der	0	
11341	Pracht	0	
11342	des	0	
11343	Aeußerem	0	
11344	vollkommen	0	
11345	entsprach	0	
11346	.	0	
11347	Eine	0	
11348	Menge	0	
11349	schwarzer	0	
11350	und	0	
11351	weißer	0	
11352	Bedienten	0	(mention_id=1787|references=(entity=(entity_id=entity_0051|fullname=Bedienstete der Gräfin B.|gender=u|members=entity_0050,entity_0052,entity_0042,entity_0045,entity_0041|specialcase_entity=group)))
11353	strömten	0	
11354	mir	0	(mention_id=1788|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11355	entgegen	0	
11356	,	0	
11357	und	0	
11358	man	0	
11359	führte	0	
11360	mich	0	(mention_id=1789|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11361	in	0	
11362	einen	0	
11363	Sallon	0	
11364	,	0	
11365	der	0	
11366	mit	0	
11367	wahrhaft	0	
11368	asiatischer	0	
11369	Ueppigkeit	0	
11370	möblirt	0	
11371	war	0	
11372	.	0	
11373	Endlich	0	
11374	erschien	0	
11375	sie	0	(mention_id=1790|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11376	selbst	0	
11377	in	0	
11378	ein	0	
11379	sehr	0	
11380	einfaches	0	
11381	aber	0	
11382	äußerst	0	
11383	reizendes	0	
11384	Morgengewand	0	
11385	gehüllt	0	
11386	.	0	
11387	Die	0	
11388	dunkeln	0	
11389	Haare	0	
11390	hoch	0	
11391	auf	0	
11392	dem	0	
11393	niedlichen	0	
11394	Köpfchen	0	
11395	befestigt	0	
11396	,	0	
11397	so	0	
11398	daß	0	
11399	jede	0	
11400	Bewegung	0	
11401	des	0	
11402	blendenden	0	
11403	Halses	0	
11404	sichtbar	0	
11405	wurde	0	
11406	.	0	
11407	Ein	0	
11408	paar	0	
11409	schwarze	0	
11410	,	0	
11411	funkelnde	0	
11412	Augen	0	
11413	,	0	
11414	von	0	
11415	zwey	0	
11416	langen	0	
11417	Augenbraunen	0	
11418	umkränzt	0	
11419	,	0	
11420	ein	0	
11421	aufgestülptes	0	
11422	Näschen	0	
11423	,	0	
11424	ein	0	
11425	verwegnes	0	
11426	Rosenmäulchen	0	
11427	,	0	
11428	das	0	
11429	alle	0	
11430	Augenblicke	0	
11431	ein	0	
11432	paar	0	
11433	Reihen	0	
11434	Perlenzähne	0	
11435	verrieth	0	
11436	,	0	
11437	und	0	
11438	ein	0	
11439	rundes	0	
11440	,	0	
11441	aber	0	
11442	unbeschreiblich	0	
11443	leichtfüßiges	0	
11444	Figürchen	0	
11445	–	0	
11446	das	0	
11447	alles	0	
11448	,	0	
11449	mußte	0	
11450	ich	0	(mention_id=1791|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11451	mir	0	(mention_id=1792|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11452	gestehen	0	
11453	,	0	
11454	machte	0	
11455	freylich	0	
11456	kein	0	
11457	regelmäßig	0	
11458	schönes	0	
11459	,	0	
11460	aber	0	
11461	doch	0	
11462	ein	0	
11463	höchst	0	
11464	anziehendes	0	
11465	Ganzes	0	
11466	aus	0	
11467	.	0	
11468	Sie	0	(mention_id=1793|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11469	setzte	0	
11470	sich	0	(mention_id=1794|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11471	,	0	
11472	und	0	
11473	winkte	0	
11474	mir	0	(mention_id=1795|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11475	,	0	
11476	mich	0	(mention_id=1796|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11477	neben	0	
11478	sie	0	(mention_id=1797|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11479	zu	0	
11480	setzen	0	
11481	.	0	
11482	Jetzt	0	
11483	wollte	0	
11484	ich	0	(mention_id=1798|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11485	reden	0	
11486	;	0	
11487	aber	0	
11488	sie	0	(mention_id=1799|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11489	bedeutete	0	
11490	mir	0	(mention_id=1800|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11491	Stillschweigen	0	
11492	,	0	
11493	und	0	
11494	betrachtete	0	
11495	mich	0	(mention_id=1801|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11496	fortwährend	0	
11497	mit	0	
11498	einer	0	
11499	sonderbaren	0	
11500	,	0	
11501	gespannten	0	
11502	Aufmerksamkeit	0	
11503	.	0	
11504	Aeußerst	0	
11505	verlegen	0	
11506	,	0	
11507	wie	0	
11508	ich	0	(mention_id=1802|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11509	diese	0	
11510	Aufnahme	0	
11511	deuten	0	
11512	sollte	0	
11513	,	0	
11514	ergriff	0	
11515	ich	0	(mention_id=1803|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11516	ihre	0	(mention_id=1804|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11517	Hand	0	
11518	und	0	
11519	ließ	0	
11520	meine	0	(mention_id=1805|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11521	Blicke	0	
11522	für	0	
11523	mich	0	(mention_id=1806|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11524	sprechen	0	
11525	,	0	
11526	als	0	
11527	zwey	0	
11528	schwarze	0	
11529	sehr	0	
11530	prächtig	0	
11531	gekleidete	0	
11532	Mädchen	0	(mention_id=1807|references=(entity=(entity_id=entity_0050|fullname=Mädchen mit Frühstück|gender=f)),(entity=(entity_id=entity_0045|fullname=Mädchen mit Laute|gender=f)))
11533	,	0	
11534	das	0	
11535	Eine	0	(mention_id=1808|references=(entity=(entity_id=entity_0050|fullname=Mädchen mit Frühstück|gender=f)))
11536	mit	0	
11537	dem	0	
11538	Frühstück	0	
11539	,	0	
11540	das	0	
11541	andre	0	(mention_id=1809|references=(entity=(entity_id=entity_0045|fullname=Mädchen mit Laute|gender=f)))
11542	mit	0	
11543	einer	0	
11544	Laute	0	
11545	hereintraten	0	
11546	.	0	
11547	Die	0	
11548	Laute	0	
11549	begann	0	
11550	und	0	
11551	das	0	
11552	schwarze	0	
11553	Mädchen	0	(mention_id=1810|references=(entity=(entity_id=entity_0045|fullname=Mädchen mit Laute|gender=f)))
11554	unterhielt	0	
11555	uns	0	(mention_id=1811|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)),(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11556	,	0	
11557	während	0	
11558	des	0	
11559	Frühstücks	0	
11560	mit	0	
11561	einigen	0	
11562	sehr	0	
11563	angenehmen	0	
11564	Liedern	0	
11565	,	0	
11566	welche	0	
11567	durch	0	
11568	ihre	0	(mention_id=1812|references=(entity=(entity_id=entity_0045|fullname=Mädchen mit Laute|gender=f)))
11569	schöne	0	
11570	Stimme	0	
11571	außerordentlich	0	
11572	gehoben	0	
11573	wurden	0	
11574	.	0	
11575	Aber	0	
11576	jetzt	0	
11577	winkte	0	
11578	Gräfin	0	(mention_id=1813|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11579	B.	0	(mention_id=1813|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11580	,	0	
11581	und	0	
11582	beyde	0	
11583	Mädchen	0	(mention_id=1814|references=(entity=(entity_id=entity_0045|fullname=Mädchen mit Laute|gender=f)),(entity=(entity_id=entity_0050|fullname=Mädchen mit Frühstück|gender=f)))
11584	verschwanden	0	
11585	.	0	
11586	Viertes	0	
11587	Kapitel	0	
11588	»	0	
11589	Ich	0	(mention_id=1815|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11590	habe	0	
11591	Sie	0	(mention_id=1816|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11592	vorhin	0	
11593	nicht	0	
11594	reden	0	
11595	lassen	0	
11596	–	0	
11597	hub	0	
11598	sie	0	(mention_id=1817|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11599	an	0	
11600	–	0	
11601	weil	0	
11602	ich	0	(mention_id=1818|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11603	es	0	
11604	nicht	0	
11605	leiden	0	
11606	kann	0	
11607	,	0	
11608	daß	0	
11609	man	0	
11610	mich	0	(mention_id=1819|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11611	unterbricht	0	
11612	,	0	
11613	wenn	0	
11614	ich	0	(mention_id=1820|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11615	etwas	0	
11616	überlege	0	
11617	.	0	
11618	«	0	
11619	Sie	0	(mention_id=1821|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11620	gefallen	0	
11621	mir	0	(mention_id=1822|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11622	und	0	
11623	ich	0	(mention_id=1823|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11624	denke	0	
11625	eine	0	
11626	Ausnahme	0	
11627	mit	0	
11628	Ihnen	0	(mention_id=1824|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11629	zu	0	
11630	machen	0	
11631	.	0	
11632	»	0	
11633	Ich	0	(mention_id=1825|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11634	habe	0	
11635	zwar	0	
11636	über	0	
11637	sie	0	(mention_id=1826|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11638	gelacht	0	
11639	,	0	
11640	«	0	
11641	und	0	
11642	habe	0	
11643	Ihnen	0	(mention_id=1827|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11644	auf	0	
11645	diese	0	
11646	Weise	0	
11647	als	0	
11648	Mann	0	(mention_id=1828|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11649	Gerechtigkeit	0	
11650	widerfahren	0	
11651	lassen	0	
11652	,	0	
11653	aber	0	
11654	es	0	
11655	schmerzt	0	
11656	mich	0	(mention_id=1829|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11657	und	0	
11658	ich	0	(mention_id=1830|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11659	mag	0	
11660	nun	0	
11661	ein	0	
11662	für	0	
11663	alle	0	
11664	Mahl	0	
11665	nicht	0	
11666	,	0	
11667	daß	0	
11668	mich	0	(mention_id=1831|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11669	etwas	0	
11670	schmerzt	0	
11671	.	0	
11672	«	0	
11673	–	0	
11674	Hier	0	
11675	hielt	0	
11676	sie	0	(mention_id=1832|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11677	einen	0	
11678	Augenblick	0	
11679	inne	0	
11680	;	0	
11681	aber	0	
11682	plötzlich	0	
11683	fuhr	0	
11684	sie	0	(mention_id=1833|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11685	mit	0	
11686	einer	0	
11687	possierlichen	0	
11688	Heftigkeit	0	
11689	heraus	0	
11690	:	0	
11691	»	0	
11692	ich	0	(mention_id=1834|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11693	kann	0	
11694	Ihnen	0	(mention_id=1835|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11695	nicht	0	
11696	helfen	0	
11697	!	0	
11698	Sie	0	(mention_id=1836|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11699	müssen	0	
11700	Ihre	0	(mention_id=1837|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11701	Frisur	0	
11702	abschaffen	0	
11703	!	0	
11704	«	0	
11705	»	0	
11706	Wie	0	
11707	gern	0	
11708	!	0	
11709	«	0	
11710	–	0	
11711	antwortete	0	
11712	ich	0	(mention_id=1838|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11713	–	0	
11714	»	0	
11715	wenn	0	
11716	ich	0	(mention_id=1839|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11717	Ihnen	0	(mention_id=1840|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11718	dann	0	
11719	besser	0	
11720	gefalle	0	
11721	.	0	
11722	«	0	
11723	»	0	
11724	O	0	
11725	verstehn	0	
11726	Sie	0	(mention_id=1841|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11727	doch	0	
11728	!	0	
11729	«	0	
11730	–	0	
11731	rief	0	
11732	sie	0	(mention_id=1842|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11733	ungeduldig	0	
11734	–	0	
11735	»	0	
11736	Sie	0	(mention_id=1843|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
11737	gefallen	0	
11738	mir	0	(mention_id=1844|references=(entity=(entity_id=entity_0040|fullname=Gräfin B.|gender=f)))
11739	ja	0	
11740	recht	0	
11741	sehr	0	
11742	!	0	
11743	aber	0	
11744	die	0	
11745	Erinnerung	0	
11746	an	0	
11747	die	0	
11748	fatale	0	
11749	Scene	0	
11750	mißfällt	0	
