ID_general;fullname;gender;possible_identity_with;possible_identity_with_names;members;members_names;specialcase;borderline;comment_entity;ID_chapter_1;ID_chapter_2;ID_chapter_3;ID_chapter_4;ID_chapter_5;ID_chapter_6_part1;ID_chapter_6_part2;ID_chapter_7;ID_chapter_8;ID_chapter_9;ID_chapter_10_part1;ID_chapter_10_part2;ID_chapter_11;ID_chapter_12;ID_chapter_13;ID_chapter_14;ID_chapter_15;ID_chapter_16;ID_chapter_17;ID_chapter_18;ID_chapter_19;ID_chapter_20;ID_chapter_21;ID_chapter_22;ID_chapter_23
entity_0419;verstorbener Herr v. Milden;m;;;;;;;;;;;;;;;;Ehemann der älteren Dame;;;;;;;;;;;;;Herr v. Milden;;;
entity_0420;Hölderlins;u;;;x;x;group;;;;;;;;;;;Hölderlins;;;;;;;;;;;;;;;;
entity_0421;Jude der in Rom Christ wurde;m;;;;;;;;;;;;;;;;Jude der in Rom Christ wurde;;;;;;;;;;;;;;;;
entity_0422;Homer;m;;;;;;;;;;;;;;;;Homer;;;;;;;;Homer;;;;Homer;;;;
entity_0423;Hölderlin;m;;;;;;;;;;;;;;;;Hölderlin;;;;;;;;;;;;;;;;
entity_0424;deutscher Familienvater;m;;;;;;;;;;;;;;;;deutscher Familienvater;;;;;;;;;;;;;;;;
entity_0425;Karl Moor;m;;;;;;;;;;;;;;;;Karl Moor;;;;;;;;;;;;;;;;
entity_0426;Sterblicher;u;;;;;;;;;;;;;;;;Sterblicher;;;;;;;;;;;;;;;;
entity_0427;Gustav II. Adolf;m;;;;;;;;;;;;;;;;Schwede;;;;;;;;;;;;;;;;
entity_0428;Torquemada;m;;;;;;;;;;;;;;;;Torquemada;;;;;;;;;;;;;;;;
entity_0429;Engländer;u;;;;;;;;;;;;;;;;Engländer;;;;;;;;;;;;;;;;
entity_0430;Cotta;m;;;;;;;;;;;;;;;;Cotta;Cotta;;;;;;;;;;;;;;;
entity_0431;Camoens;m;;;;;;;;;;;;;;;;Camoens;;;;;;;;;;;;;;;;
entity_0432;Anwalt;m;;;;;;;;;;;;;;;;Anwalt;;;;;;;;;;;;;;;;
entity_0433;Besitzer der illuminierten Villa;u;entity_0055;Mr. Bennet;;;;;;;;;;;;;;Besitzer der illuminierten Villa;;;;;;;;;;;;;;;;
entity_0434;Cervantes;m;;;;;;;;;;;;;;;;Cervantes;;;;;;;;;;;;;;;;
entity_0435;Bewohner der illuminierten Villa;u;entity_1221;Familie Bennet;x;x;group;;;;;;;;;;;Bewohner der illuminierten Villa;;;;;;;;;;;;;;;;
entity_0436;Klopstock;m;;;;;;;;;;;;;;;;Klopstock;;;;;;;;;;;;;;;;
entity_0437;Kapitäns Leute;m;;;x;x;group;;;;;;;;;;;Kapitäns Leute;;;;;;;;;;;;;;;;
entity_0438;Pappenheimer;m;;;x;x;group;;;;;;;;;;;Pappenheimer;;;;;;;;;;;;;;;;
entity_0439;Münchhausen;m;;;;;;;;;;;;;;;;Münchhausen;;;;;;;;;;;;;;;;
entity_0440;Musiker;u;;;;;;;;;;;;;;;;Musiker;;;;;;;;;;;;;;;;
entity_0441;Mignon;f;;;;;;;;;;;;;;;;Mignon;;;;;;;;;Mignon;;;;;;;
entity_0442;Lotte;f;;;;;;;;;;;;;;;;Lotte;;;;;;;;;;;;;;;;
entity_0443;Matrosen;m;;;x;x;group;;;;;;;;;;;Matrosen;;;;;;;;;;;;;;;;
entity_0444;Masken;u;;;x;x;group;;;;;;;;;;;Masken;;;;;;;;;;;;;;;;
entity_0445;Kunstgenossenschaft;u;;;x;x;group;;;;;;;;;;;Kunstgenossenschaft;;;;;;;;;;;;;;;;
entity_0446;Landslenten;u;;;x;x;group;;;;;;;;;;;Landslenten;;;;;;;;;;;;;;;;
entity_0447;Heinrich von Kleist;m;;;;;;;;;;;;;;;;Heinrich von Kleist;;;;;;;;;;;;;;;;
entity_0448;Faust;m;;;;;;;;;;;;;;;;Faust;;Faust;;;;;;;;;;;;;;
entity_0449;Frauen in Wilhelm Meister;f;;;x;x;group;;;;;;;;;;;Frauen in Wilhelm Meister;;;;;;;;;;;;;;;;
entity_0450;Heine;m;;;;;;;;;;;;;;;;Heine;;;;;;;;;;;;;;;;
entity_0451;Remus;m;;;;;;;;;;;;;;;;Remus;;;Remus;;;;;Remus;;;;;;;;
entity_0452;Röschen;f;;;;;;;;;;;;;;;;Röschen;;;;;;;;;;;;;;;;
entity_0453;Romulus;m;;;;;;;;;;;;;;;;Romulus;;;Romulus;;;;;Romulus;;;;;;;;
entity_0454;Verwandtschaft der älteren Dame;u;;;x;x;group;;;;;;;;;;;Verwandtschaft der älteren Dame;;;;;;;;;;;;;;;;
entity_0455;Torquato Tasso;m;;;;;;;;;;;;;;;;Torquato Tasso;;;;;;;;;;;;;;;;
entity_0456;Stein;m;;;;;;;;;;;;;;;;Stein;;;;;;;;;;;;;;;;
entity_0457;Schiffsleute;u;;;x;x;group;;;;;;;;;;;Schiffsleute;;;;;;;;;;;;;;;;
entity_0458;Person mit Doppel-m;m;;;;;nonfact;;;;;;;;;;;Person mit Doppel-m;;;;;;;;;;;;;;;;
entity_0459;Virgil;m;;;;;;;;;;;;;;;;Virgil;;;;;;;;;;;;;;;;
entity_0460;barscher Bürgermeister;m;;;;;;;;;;;;;;;;barscher Bürgermeister;;;;;;;;;;;;;;;;
entity_0461;süßlicher Stadtpfarrer;m;;;;;;;;;;;;;;;;süßlicher Stadtpfarrer;;;;;;;;;;;;;;;;
entity_0462;Überwinder der Romantik;u;;;entity_0450, x;Heine, x;group;;;;;;;;;;;Überwinder der Romantik;;;;;;;;;;;;;;;;
entity_0463;Workies;u;;;x;x;group;;;;;;;;;;;;Workies;;;;;;;;;;;;;;;
entity_0464;potentieller Usurpator;u;;;;;nonfact;;;;;;;;;;;;potentieller Usurpator;;;;;;;;;;;;;;;
entity_0465;Benthals Leser;u;;;x;x;group;;;;;;;;;;;;Benthals Leser;;;;;;;;;;;;;;;
entity_0466;Andrew Jackson;m;;;;;;;;;;;;Jackson;;;;;General Jackson;General Jackson;General Jackson;General Jackson;;;;;;;;;;;;
entity_0467;Präsident Jefferson;m;;;;;;;;;;;;;;;;;Präsident Jefferson;;;;;;;;;;;;;;;
entity_0468;amerikanischer Bürger;u;;;;;;;;;;;;;;;;;amerikanischer Bürger;;;;;;;;;;;;;;;
entity_0469;deutscher Bürger;u;;;;;;;;;;;;;;;;;deutscher Bürger;;;;;;;;;;;;;;;
entity_0470;Archimedes;m;;;;;;;;;;;;;;;;;Archimedes;;;;;;;;;;;;;;;
entity_0471;frühe Christen;u;;;x;x;group;;;;;;;;;;;;Secte der Nazarener;;;;;;;;;;;;;;;
entity_0472;Mr. Clay;m;;;;;;;;;;;;;;;;;Mr. Clay;;;Mr. Clay;;;;;;;;;;;;
entity_0473;Mr. Webster;m;;;;;;;;;;;;;;;;;Mr. Webster;;;;;;;;;;;;;;;
entity_0474;Bettler die sich im Dunkel wechselseitig um Almosen ansprechen;u;;;x;x;group;;;;;;;;;;;;Bettler die sich im Dunkel wechselseitig um Almosen ansprechen;;;;;;;;;;;;;;;
entity_0475;Lear;m;;;;;;;;;;;;;;;;;Lear;;;;;;;;;;;;;;;
entity_0476;Repräsentanten;m;;;x;x;group;;;;;;;;;;;;Repräsentanten;;;;;;;;;;;;;;;
entity_0477;General Hayne;m;;;;;;;;;;;;;;;;;General Hayne;;;;;;;;;;;;;;;
entity_0478;Onkel Sam;m;;;;;;;;;;;;;;;;;Onkel Sam;;;;;;;;;;;;;;;
entity_0479;Notabilitäten;u;;;x;x;group;;;;;;;;;;;;Notabilitäten;;;;;;;;;;;;;;;
entity_0480;pensionierte Witwe;f;;;;;;;;;;;;;;;;;pensionierte Witwe;;;;;;;;;;;;;;;
entity_0481;potentielle deutsche Arbeitskräfte;m;;;x;x;group, nonfact;;;;;;;;;;;;potentielle deutsche Arbeitskräfte;;;;;;;;;;;;;;;
entity_0482;Seeoffizier;m;;;;;;;;;;;;;;;;;Seeoffizier;;;;;;;;;;;;;;;
entity_0483;VicePräsident;m;;;;;;;;;;;;;;;;;VicePräsident;;;;;;;;;;;;;;;
entity_0484;deutsche Bauern Pennsylvaniens;u;;;x;x;group;;;;;;;;;;;;deutsche Bauern Pennsylvaniens;;;;;;;;;;;;;;;
entity_0485;Mr. van Buren;m;;;;;;;;;;;;;;;;;Mr. van Buren;;;;;;;;;;;;;;;
entity_0486;Beste in Kleindeutschland;u;;;x;x;group;;;;;;;;;;;;Beste in Kleindeutschland;;;;;;;;;;;;;;;
entity_0487;Besiegte von Englands Bürgerkrieg;u;;;x;x;group;;;;;;;;;;;;Besiegte von Englands Bürgerkrieg;;;;;;;;;;;;;;;
entity_0488;Gracchen;m;;;x;x;group;;;;;;;;;;;;Gracchen;;;;;;;;;;;;;;;
entity_0489;Geächtete von Englands Bürgerkrieg;u;;;x;x;group;;;;;;;;;;;;Geächtete von Englands Bürgerkrieg;;;;;;;;;;;;;;;
entity_0490;Leute;u;;;;;;;;;;;;;;;;;Leute;;;;;;;;;;;;;;;
entity_0491;Jupiter;m;;;;;;;;;;;;;;;;;Jupiter;;;;;;;;;;;;;;;
entity_0492;Haus Oranien;u;;;x;x;group;;;;;;;;;;;;Haus Oranien;;;;;;;;;;;;;;;
entity_0493;Lears hundert Ritter;m;;;x;x;group;;;;;;;;;;;;Lears hundert Ritter;;;;;;;;;;;;;;;
entity_0494;Essäer;u;;;x;x;group;;;;;;;;;;;;Essäer;;;;;;;;;;;;;;;
entity_0495;Sadducäer;u;;;x;x;group;;;;;;;;;;;;Sadducäer;;;;;;;;;;;;;;;
entity_0496;Pharisäer;u;;;x;x;group;;;;;;;;;;;;Pharisäer;;;;;;;;;;;;;;;
entity_0497;Volk;u;;;x;x;group;;;;;;;;;;;;Volk;;;;;;;;;;;;;;;
entity_0498;Verfasser des Leitartikels;u;;;;;;;;;;;;;;;;;Verfasser des Leitartikels;;;;;;;;;;;;;;;
entity_0499;andere Teilnehmer des Hambacher Fests;u;;;x;x;group;;;;;;;;;;;;andere Teilnehmer des Hambacher Fests;;;;;;;;;;;;;;;
entity_0500;potentielle Ackerleute;u;;;x;x;group, nonfact;;;;;;;;;;;;potentielle Ackerleute;;;;;;;;;;;;;;;
entity_0501;potentieller Zimmermann;m;;;;;nonfact;;;;;;;;;;;;potentieller Zimmermann;;;;;;;;;;;;;;;
entity_0502;unbestimmte Gruppe;u;;;x;x;group;;;;;;;;;;;;unbestimmte Gruppe;;;;;;;;;;;;;;;
entity_0503;weitere Kleindeutsche;u;;;x;x;group;;;;;;;;;;;;weitere Kleindeutsche;;;;;;;;;;;;;;;
entity_0504;General Morton;m;;;;;;;;;;;;;;;;;;Virginier;;;;;;;;;;;;;;
entity_0505;Mr. Livingstone;m;;;;;;;;;;;;;;;;;;Mr. Livingstone;Mr. Livingstone;;;;;;;;Livingstone;;;;;
entity_0506;Jünglinge;m;entity_0099;Howlands Löschmannschaft;entity_0583, entity_0584, entity_0619, entity_0573, entity_0613, entity_0567, entity_0617, entity_0606, entity_0579, entity_0580, entity_0539, entity_0545, x;Erster Jüngling, Zweiter Jüngling, Dritter Jüngling, Vierter Jüngling, Fünfter Jüngling, Sechster Jüngling, Siebter Jüngling, Achter Jüngling, Neunter Jüngling, Zehnter Jüngling, x;group;;;;;;;;;;;;;Jünglinge;Jünglinge;;;;;;;;;Dandies on short allowance;;;;
entity_0507;Mrs. Bennet;m;;;;;;;;;;;;;;;;;;Mrs. Bennet;Mrs. Bennet;;;;;;;;;;;;Mrs. Bennet;
entity_0508;Doctor Channing;m;;;;;;;;;;;;;;;;;;Doctor Channing;Doctor Channing;;;;;;;;;;;;Doctor Channing;
entity_0509;Mr. Wood;m;;;;;;;;;;;;;;;;;;Mr. Wood;Mr. Wood;;;;;;;;;;;;;
entity_0510;Mr. Woods Schwager;m;;;;;;;;;;;;;;;;;;Schwager;Schwager;;;;;;;;;;;;;
entity_0511;Colonel Burr;m;;;;;;;;;;;;;;;;;;Colonel Burr;;;;;;;;;;;;;;
entity_0512;Mr. Woods Schwiegersohn;m;;;;;;;;;;;;;;;;;;Schwiegersohn;Schwiegersohn;;;;;;;;;;;;;
entity_0513;IndianerHäuptling;m;;;;;;;;;;;;;;;;;;IndianerHäuptling;;;;;;;;;;;;;;
entity_0514;Doctor Griswold;m;;;;;;;;;;;;;;;;;;Doctor Griswold;Doctor Griswold;Dr. Griswald;;;;;;;;;;;Doctor Griswold;
entity_0515;Bennets Steuermann;m;;;;;;;;;;;;;;;;;;Steuermann;;;;;;;;;;;;;;
entity_0516;Präsident;m;;;;;;;;;;;;;;;;;;Präsident;;;;;;;;;;;;;;
entity_0517;Colonel Burrs Tochter;f;;;;;;;;;;;;;;;;;;Tochter;;;;;;;;;;;;;;
entity_0518;Bennets Matrosen;m;;;x;x;group;;;;;;;;;;;;;Bennets Matrosen;;;;;;;;;;;;;;
entity_0519;Gesellschaft bei Bennet;mf;;;x;x;group;;;;;;;;;;;;;Gesellschaft bei Bennet;;;;;;;;;;;;;;
entity_0520;Präsident Monroe;m;;;;;;;;;;;;;;;;;;Präsident Monroe;;;;;;;;;;;;;;
entity_0521;Diener von Mr. Bennet;m;;;;;;;;;;;;;;;;;;Neger;;;;;;;;;;;;;;
entity_0522;Elfter Jüngling;m;;;;;;;;;;;;;;;;;;Elfter Jüngling;;;;;;;;;;;;;;
entity_0523;Frauen bei Matinee;f;;;x;x;group;;;;;;;;;;;;;Frauen bei Matinee;;;;;;;;;;;;;;
entity_0524;Oberst Gault;m;;;;;;;;;;;;;;;;;;Oberst Gault;;;;;;;;;;;;;;
entity_0525;Baronesse aus Geschichte;f;;;;;;;;;;;;;;;;;;Baronesse aus Geschichte;;;;;;;;;;;;;;
entity_0526;Mädchen bei Matinee;f;;;x;x;group;;;;;;;;;;;;;Mädchen bei Matinee;;;;;;;;;;;;;;
entity_0527;bedeutende Männer bei Bennet;m;;;x;x;group;;;;;;;;;;;;;bedeutende Männer bei Bennet;;;;;;;;;;;;;;
entity_0528;Bischof Paxton;m;;;;;;;;;;;;;;;;;;Bischof Paxton;;;;;;;;;;;;;;
entity_0529;Theepartie;m;;;entity_0505, entity_0508, entity_0514, entity_0524, entity_0509, entity_0510, entity_0512, x;Mr. Livingstone, Doctor Channing, Doctor Griswold, Oberst Gault, Mr. Wood, Schwager, Schwiegersohn;group;;;;;;;;;;;;;Theepartie;Theepartie;;;;;;;;;;;;;
entity_0530;Miss Lydia Hundington;f;;;;;;;;;;;;;;;;;;Miss Lydia Hundington;;;;;;;;;;;;;;
entity_0531;Jesuit Pater Bougeant;m;;;;;;;;;;;;;;;;;;Jesuit Pater Bougeant;;;;;;;;;;;;;;
entity_0532;Leute auf der Straße;u;;;x;x;group;;;;;;;;;;;;;Leute auf der Straße;;;;;;;;;;;;;;
entity_0533;Miss Arabella Comonach;f;;;;;;;;;;;;;;;;;;Miss Arabella Comonach;;;;;;;;;;;;;;
entity_0534;Raphael;m;;;;;;;;;;;;;;;;;;Raphael;Raphael;;;;;;;;;;;;;
entity_0535;Männer im Ballet;m;;;x;x;group;;;;;;;;;;;;;Männer im Ballet;;;;;;;;;;;;;;
entity_0536;Diejenigen die Mr. Livingstone nicht kennen;u;;;x;x;group;;;;;;;;;;;;;Diejenigen die Mr. Livingstone nicht kennen;;;;;;;;;;;;;;
entity_0538;Gäste;u;;;x;x;group;;;;;;;;;;;;;Gäste;;;;;;;;;;;;;;
entity_0539;Neunter Jüngling;m;;;;;;;;;;;;;;;;;;Neunter Jüngling;;;;;;;;;;;;;;
entity_0540;Zuschauerinnen beim Ballet;f;;;x;x;group;;;;;;;;;;;;;Zuschauerinnen beim Ballet;;;;;;;;;;;;;;
entity_0541;Gallopin;m;;;;;;;;;;;;;;;;;;Gallopin;;;;;;;;;;;;;;
entity_0542;Familie Morton;mf;;;entity_0504, x;Virginier, x;group;;;;;;;;;;;;;Familie Morton;;;;;;;;;;;;;;
entity_0543;Begleiter Bennets in Wien;u;;;;;;;;;;;;;;;;;;Begleiter Bennets in Wien;;;;;;;;;;;;;;
entity_0545;Zehnter Jüngling;m;;;;;;;;;;;;;;;;;;Zehnter Jüngling;;;;;;;;;;;;;;
entity_0546;Uhland;m;;;;;;;;;;;;;;;;;;Uhland;Uhland;;;;;;;;;;;;;
entity_0547;Weiterer Jüngling;m;;;;;;;;;;;;;;;;;;Weiterer Jüngling;;;;;;;;;;;;;;
entity_0548;Director des Taubstummeninstituts;m;;;;;;;;;;;;;;;;;;Director des Taubstummeninstituts;;;;;;;;;;;;;;
entity_0549;Diejenigen die Mr. Livingstone kennen;u;;;x;x;group;;;;;;;;;;;;;Diejenigen die Mr. Livingstone kennen;;;;;;;;;;;;;;
entity_0550;Börsensyndicus;m;;;;;;;;;;;;;;;;;;Börsensyndicus;;;;;;;;;;;;;;
entity_0551;Andere Gentlemen aus Mr. Bennets engerer Bekanntschaft;m;;;entity_0505, entity_0508, entity_0514, entity_0524, entity_0509, entity_0510, entity_0512, x;Doctor Channing, Doctor Griswold, Oberst Gault, Mr. Wood, Schwager, Schwiegersohn, x;group;;;;;;;;;;;;;Andere Gentlemen aus Mr. Bennets engerer Bekanntschaft;;;;;;;;;;;;;;
entity_0552;Appolino;m;;;;;;;;;;;;;;;;;;Appolino;;;;;;;;;;;;;;
entity_0553;Anwesende;u;;;x;x;group;;;;;;;;;;;;;Anwesende;;;;;;;;;;;;;;
entity_0554;GeistesGemeinde;u;;;x;x;group;;;;;;;;;;;;;GeistesGemeinde;;;;;;;;;;;;;;
entity_0555;Joailleur;m;;;;;;;;;;;;;;;;;;Joailleur;;;;;;;;;;;;;;
entity_0556;Prinz Ligny;m;;;;;;;;;;;;;;;;;;Prinz Ligny;;;;;;;;;;;;;;
entity_0557;einige Häupter;u;;;x;x;group;;;;;;;;;;;;;einige Häupter;;;;;;;;;;;;;;
entity_0558;Fremde;u;;;x;x;group;;;;;;;;;;;;;Fremde;;;;;;;;;;;;;;
entity_0559;Entschlafener;u;;;;;;;;;;;;;;;;;;Entschlafener;;;;;;;;;;;;;;
entity_0560;Fabrikanten;m;;;x;x;group;;;;;;;;;;;;;Fabrikanten;;;;;;;;;;;;;;
entity_0561;Enthusiast;u;;;;;;;;;;;;;;;;;;Enthusiast;;;;;;;;;;;;;;
entity_0562;Einer am amerikanischen Ufer;m;;;;;;;;;;;;;;;;;;Einer am amerikanischen Ufer;;;;;;;;;;;;;;
entity_0563;Gesellschaftselite;u;;;x;x;group;;;;;;;;;;;;;Gesellschaftselite;;;;;;;;;;;;;;
entity_0564;Gesellschaft bei Matinee;u;;;entity_0526, entity_0612, entity_0576, entity_0574, entity_0566, entity_0595, entity_0513, entity_0607, entity_0615, x;Mädchen bei Matinee, Frauen bei Matinee, Brüder der Mädchen bei Matinee, Vettern der Mädchen bei Matinee, Ehegatten der Mädchen bei Matinee, Senatoren bei Matinee, Offiziere bei Matinee, Staatsbeamte bei Matinee, IndianerHäuptling, x;group;;;;;;;;;;;;;Gesellschaft bei Matinee;;;;;;;;;;;;;;
entity_0565;Gelehrter;u;;;;;;;;;;;;;;;;;;Gelehrter;;;;;;;;;;;;;;
entity_0566;Frauen bei Matinee;f;;;x;x;group;;;;;;;;;;;;;Frauen;;;;;;;;;;;;;;
entity_0567;Fünfter Jüngling;m;;;;;;;;;;;;;;;;;;Fünfter Jüngling;;;;;;;;;;;;;;
entity_0568;Freunde;u;;;x;x;group;;;;;;;;;;;;;Freunde;;;;;;;;;;;;;;
entity_0569;Diana;f;;;;;;;;;;;;;;;;;;Diana;;;;;;;;;;;;;;
entity_0570;Dannecker;m;;;;;;;;;;;;;;;;;;Dannecker;;;;;;;;;;;;;;
entity_0571;Damen;f;;;x;x;group;;;;;;;;;;;;;Damen;;;;;;;;;;;;;;
entity_0572;Concierge;m;;;;;nonfact;;;;;;;;;;;;;Concierge;;;;;;;;;;;;;;
entity_0573;Dritter Jüngling;m;;;;;;;;;;;;;;;;;;Dritter Jüngling;;;;;;;;;;;;;;
entity_0574;Ehegatten der Mädchen bei Matinee;m;;;x;x;group;;;;;;;;;;;;;Ehegatten der Mädchen bei Matinee;;;;;;;;;;;;;;
entity_0575;Besucher von Bennets Tanz;u;;;x;x;group;;;;;;;;;;;;;Besucher von Bennets Tanz;;;;;;;;;;;;;;
entity_0576;Brüder der Mädchen bei Matinee;m;;;x;x;group;;;;;;;;;;;;;Brüder der Mädchen bei Matinee;;;;;;;;;;;;;;
entity_0577;Canning;m;;;;;;;;;;;;;;;;;;Canning;;;;;;;;;;;;;;
entity_0578;Ariadne;f;;;;;;;;;;;;;;;;;;Ariadne;;;;;;;;;;;;;;
entity_0579;Achter Jüngling;m;;;;;;;;;;;;;;;;;;Achter Jüngling;;;;;;;;;;;;;;
entity_0580;Anderer Jüngling;m;;;;;;;;;;;;;;;;;;Anderer Jüngling;;;;;;;;;;;;;;
entity_0581;Ein anderer am amerikanischen Ufer;m;;;;;;;;;;;;;;;;;;Ein anderer am amerikanischen Ufer;;;;;;;;;;;;;;
entity_0582;Ein dritter am amerikanischen Ufer;m;;;;;;;;;;;;;;;;;;Ein dritter am amerikanischen Ufer;;;;;;;;;;;;;;
entity_0583;Ein Jüngling;m;;;;;;;;;;;;;;;;;;Ein Jüngling;;;;;;;;;;;;;;
entity_0584;Erster Jüngling;m;;;;;;;;;;;;;;;;;;Erster Jüngling;;;;;;;;;;;;;;
entity_0585;Bedienter Ormonds;m;;;;;;;;;;;;;;;;;;Bedienter Ormonds;;;;;;;;;;;;;;
entity_0586;Baumeister von Bennets Haus;m;;;;;;;;;;;;;;;;;;Baumeister von Bennets Haus;;;;;;;;;;;;;;
entity_0587;Colonels;m;;;x;x;group;;;;;;;;;;;;;Colonels;;;;;;;;;;;;;;
entity_0588;Leute am amerikanischen Ufer;u;;;entity_0581, entity_0582, entity_0562;Einer am amerikanischen Ufer, Ein anderer am amerikanischen Ufer, Ein dritter am amerikanischen Ufer, x;group;;;;;;;;;;;;;Leute am amerikanischen Ufer;;;;;;;;;;;;;;
entity_0589;Lord Ormonds Haus;u;;;x;x;group;;;;;;;;;;;;;Lord Ormonds Haus;;;;;;;;;;;;;;
entity_0590;Kapitäns;m;;;x;x;group;;;;;;;;;;;;;Kapitäns;;;;;;;;;;;;;;
entity_0591;Kaufleute;m;;;x;x;group;;;;;;;;;;;;;Kaufleute;;;;;;;;;;;;;;
entity_0592;Kaufleute von den Freiwilligen-Compagnien der Miliz;m;;;entity_0512, entity_0510;Schwager, Schwiegersohn;group;;;;;;;;;;;;;Kaufleute von den Freiwilligen-Compagnien der Miliz;;;;;;;;;;;;;;
entity_0593;Land- und Seeheroen;m;;;x;x;group;;;;;;;;;;;;;Land- und Seeheroen;;;;;;;;;;;;;;
entity_0594;Gruppen bei Gesellschaft;u;;;x;x;group;;;;;;;;;;;;;Gruppen bei Gesellschaft;;;;;;;;;;;;;;
entity_0595;Offiziere bei Matinee;m;;;x;x;group;;;;;;;;;;;;;Offiziere bei Matinee;;;;;;;;;;;;;;
entity_0596;Orchester bei Bennet;m;;;x;x;group;;;;;;;;;;;;;Orchester;;;;;;;;;;;;;;
entity_0597;Oberste;m;;;x;x;group;;;;;;;;;;;;;Oberste;;;;;;;;;;;;;;
entity_0598;Notar;m;;;;;;;;;;;;;;;;;;Notar;;;;;;;;;;;;;;
entity_0599;Männer bei Matinee;m;;;x;x;group;;;;;;;;;;;;;Männer bei Matinee;;;;;;;;;;;;;;
entity_0600;Graf de la Garde;m;;;;;;;;;;;;;;;;;;Graf de la Garde;;;;;;;;;;;;;;
entity_0601;Gleichgesinnte;u;;;x;x;group;;;;;;;;;;;;;Gleichgesinnte;;;;;;;;;;;;;;
entity_0602;Jesus Christus;m;;;;;;;;;;;;;;;;;;Jesus Christus;;Christus;;;;;Jesus;;;;;;;
entity_0603;IndianerStämme;u;;;x;x;group;;;;;;;;;;;;;IndianerStämme;;;;;;;;;;;;;;
entity_0604;Hauptpastor an der Trinity-Church;m;;;;;;;;;;;;;;;;;;Hauptpastor an der Trinity-Church;;;;;;;;;;;;;;
entity_0605;Herr im Wiener Salon;m;;;;;;;;;;;;;;;;;;Herr im Wiener Salon;;;;;;;;;;;;;;
entity_0606;Siebter Jüngling;m;;;;;;;;;;;;;;;;;;Siebter Jüngling;;;;;;;;;;;;;;
entity_0607;Senatoren bei Matinee;m;;;x;x;group;;;;;;;;;;;;;Senatoren bei Matinee;;;;;;;;;;;;;;
entity_0608;SeeForscher Hanno;m;;;;;;;;;;;;;;;;;;SeeForscher Hanno;;;;;;;;;;;;;;
entity_0609;Seneka;m;;;;;;;;;;;;;;;;;;Seneka;;;;;;;;;;;;;;
entity_0610;eine der ersten Redaktionen;u;;;x;x;group;;;;;;;;;;;;;Reeine der ersten Redaktionenaktionen;;;;;;;;;;;;;;
entity_0611;Reformers;u;;;x;x;group;;;;;;;;;;;;;Reformers;;;;;;;;;;;;;;
entity_0612;Vettern der Mädchen bei Matinee;m;;;x;x;group;;;;;;;;;;;;;Vettern der Mädchen bei Matinee;;;;;;;;;;;;;;
entity_0613;Vierter Jüngling;m;;;;;;;;;;;;;;;;;;Vierter Jüngling;;;;;;;;;;;;;;
entity_0614;Umstehende;u;;;x;x;group;;;;;;;;;;;;;Umstehende;;;;;;;;;;;;;;
entity_0615;Staatsbeamte bei Matinee;m;;;x;x;group;;;;;;;;;;;;;Staatsbeamte bei Matinee;;;;;;;;;;;;;;
entity_0616;Schiffsrheder;m;;;x;x;group;;;;;;;;;;;;;Schiffsrheder;;;;;;;;;;;;;;
entity_0617;Sechster Jüngling;m;;;;;;;;;;;;;;;;;;Sechster Jüngling;;;;;;;;;;;;;;
entity_0618;abendliche Gäste;u;;;x;x;group;;;;;;;;;;;;;abendliche Gäste;;;;;;;;;;;;;;
entity_0619;Zweiter Jüngling;m;;;;;;;;;;;;;;;;;;Zweiter Jüngling;;;;;;;;;;;;;;
entity_0620;Wohlmeinende;u;;;x;x;group;;;;;;;;;;;;;Wohlmeinende;;;;;;;;;;;;;;
entity_0621;Wilberforce;m;;;;;;;;;;;;;;;;;;Wilberforce;;;;;;;;;;;;;;
entity_0622;deutscher Tanzmeister;m;;;;;;;;;;;;;;;;;;deutscher Tanzmeister;;;;;;;;;;;;;;
entity_0623;bedeutendste Personen;u;;;x;x;group;;;;;;;;;;;;;bedeutendste Personen;;;;;;;;;;;;;;
entity_0624;alter Geistlicher;m;;;;;;;;;;;;;;;;;;alter Geistlicher;;;;;;;;;;;;;;
entity_0625;französische Ebenisten;u;;;x;x;group;;;;;;;;;;;;;französische Ebenisten;;;;;;;;;;;;;;
entity_0626;dritter Herr in Wiener Salon;m;;;;;;;;;;;;;;;;;;dritter Herr in Wiener Salon;;;;;;;;;;;;;;
entity_0627;geistige Koriphäen;u;;;x;x;group;;;;;;;;;;;;;geistige Koriphäen;;;;;;;;;;;;;;
entity_0628;französische Tapezierer;u;;;x;x;group;;;;;;;;;;;;;französische Tapezierer;;;;;;;;;;;;;;
entity_0629;manches Mädchen bei Matinee;f;;;x;x;group;;;;;;;;;;;;;manches Mädchen bei Matinee;;;;;;;;;;;;;;
entity_0630;politische Größen;u;;;x;x;group;;;;;;;;;;;;;politische Größen;;;;;;;;;;;;;;
entity_0631;zweiter Herr in Wiener Salon;m;;;;;;;;;;;;;;;;;;zweiter Herr in Wiener Salon;;;;;;;;;;;;;;
entity_0632;Girard;m;;;;;;;;;;;;;;;;;;;Girard;Girard;;;;;;;;;;;;
entity_0633;Neger Scipio;m;;;;;;;;;;;;;;;;;;;Neger Scipio;;;;;;;;;;;;;
entity_0634;zwei Matrosen;m;;;x;x;group, nonfact;;;;;;;;;;;;;;zwei Matrosen;;;;;;;;;;;;;
